AS,LOH_n_seg,LOH_frac_altered,MutationsSilent,MutationsNonSilent,CNV_segs,CNV_frac,HRD,purity,Neoantigen_num,numberOfBindingExpressedPMHC
9,8,0.15931222553024066,0.5869245909,1.3014414842,84.0,0.2650786799893213,11,0.45,1.0,49.0
20,20,0.21118044754451595,0.8572757043000001,2.6521967100999997,145.0,0.3729908793318916,23,0.46,5.0,134.0
7,10,0.06541499230755228,1.3068753514,2.2598052952,92.0,0.12746466771700646,8,0.67,8.0,170.0
25,12,0.28960984645867943,0.6349356013,1.6931616034,88.0,0.7069543953870958,13,0.54,13.0,72.0
17,29,0.2755494836353372,1.952916677,6.367043412799999,129.0,0.4515120395563509,24,0.34,71.0,394.0
2,2,0.06715711501445121,0.7208910169,1.8576806973,93.0,0.06367070799758122,4,0.78,13.0,97.0
23,2,0.07094418698594658,0.47189158924999997,1.4233924138499998,100.0,0.545976758716122,1,0.51,5.0,63.0
12,7,0.1176004075376673,0.2215289965,1.4953207261,87.0,0.3062971231970964,8,0.58,7.0,45.0
3,5,0.0705599741215408,0.27462096399999997,0.9886354705,91.0,0.12186150034484725,7,0.31,17.0,74.0
4,6,0.10406113897435207,0.5889950152000001,1.7108902822,73.0,0.23971394773049645,6,0.68,20.0,80.0
2,5,0.03300635235409484,0.2805860702,1.6273992072999999,63.0,0.09453833377199794,5,0.59,31.0,46.0
8,12,0.20206021168606994,0.417382714,1.3415872951,74.0,0.2608963954643763,10,0.44,11.0,133.0
2,3,0.048253166163962906,0.6023215628999999,1.9020680933,74.0,0.08403072411364114,5,0.53,47.0,111.0
3,19,0.04309988899059165,0.35683303,1.42733212,74.0,0.44127433142488987,2,0.58,5.0,41.0
2,9,0.10230231305712273,0.47189158924999997,1.4233924138499998,107.0,0.08007080573168826,9,0.47,5.0,63.0
2,6,0.09352336981832728,0.31041393899999997,1.8342641847999999,84.0,0.15043461466716826,8,0.39,35.0,220.0
1,3,0.024535910292391803,0.47189158924999997,1.4233924138499998,69.0,0.4959526224445932,5,0.59,5.0,63.0
20,6,0.1291264482627601,0.47189158924999997,1.4233924138499998,72.0,0.4415231244608379,11,0.42,5.0,63.0
1,19,0.02614577396378928,0.47189158924999997,1.4233924138499998,64.0,0.054741764627137236,5,0.47,5.0,63.0
10,5,0.1020847517938412,0.47189158924999997,1.4233924138499998,81.0,0.23680438427996345,3,0.75,5.0,63.0
9,12,0.2330557464749508,0.47189158924999997,1.4233924138499998,118.0,0.32549791291222,12,0.62,5.0,63.0
3,6,0.09893247565001786,0.47189158924999997,1.4233924138499998,79.0,0.10827185448965312,14,0.78,5.0,63.0
13,16,0.19081146894196288,0.47189158924999997,1.4233924138499998,86.0,0.4149235242823837,20,0.49,5.0,63.0
3,6,0.08409329216028955,0.4546107661,1.9036825830000002,67.0,0.07970513431482118,4,0.3,12.0,59.0
4,4,0.06680019528748124,0.47189158924999997,1.4233924138499998,70.0,0.14373425345887586,9,0.45,5.0,63.0
11,5,0.058821806006315314,0.47189158924999997,1.4233924138499998,68.0,0.3073136269967365,5,0.77,5.0,63.0
1,19,0.02924794200825659,0.47189158924999997,1.4233924138499998,65.0,0.058992492675745065,6,0.45,5.0,63.0
6,5,0.07025328212438425,0.47189158924999997,1.4233924138499998,91.0,0.1826603799656288,5,0.45,5.0,63.0
3,2,0.08870658001923998,0.47189158924999997,1.4233924138499998,62.0,0.08409427224137231,2,0.24,5.0,63.0
3,8,0.05870829450118995,0.47189158924999997,1.4233924138499998,65.0,0.11746300387950885,5,0.52,5.0,63.0
7,4,0.14960894394420993,0.47189158924999997,1.4233924138499998,67.0,0.243862724660322,6,0.49,5.0,63.0
4,10,0.16599840847183522,0.47189158924999997,1.4233924138499998,65.0,0.18377410699267427,7,0.56,5.0,63.0
3,6,0.1168276062168819,0.47189158924999997,1.4233924138499998,63.0,0.1189534330112628,4,0.52,5.0,63.0
34,3,0.02227981987314373,0.47189158924999997,1.4233924138499998,59.0,0.64382074958726,5,0.4,5.0,63.0
3,4,0.03219951268363151,0.2575622273,0.8299227325,99.0,0.1446778856392515,2,0.4,6.0,41.0
2,5,0.08140219317245458,0.2310290362,1.0396306631,87.0,0.13234840127830302,14,0.47,5.0,11.0
33,8,0.2816654270702954,0.22111175600000002,1.4372264139,57.0,0.6691162843825901,9,0.32,7.0,39.0
1,12,0.057751101271845996,0.39006590189999996,1.4766780572,82.0,0.10202198858514944,7,0.4,8.0,90.0
1,11,0.0668148482507794,0.3106399112,1.2425596446,85.0,0.5255892588561281,5,0.68,6.0,89.0
4,2,0.07099036034438208,0.45355243240000004,1.2472691892,49.0,0.12909621329887452,0,0.5,2.0,4.0
3,3,0.023624926894686298,0.5331525329,1.2346690235,51.0,0.09595746842731767,5,0.58,8.0,32.0
1,4,0.03201463988981226,0.5858593963000001,1.5622917235,86.0,0.5351974009237885,5,0.57,3.0,62.0
1,4,0.029448057861847045,0.2801782909,0.6724278981,141.0,0.05967933593526696,3,0.46,1.0,63.0
9,7,0.16772951609112335,0.617003356,1.8229644611000002,126.0,0.32147959733953274,10,0.63,30.0,97.0
1,6,0.057685270017111774,0.44249534100000004,1.5634835381,84.0,0.1069873240769257,7,0.61,5.0,63.0
3,3,0.059421434189934674,0.3620674721,1.0583510723,78.0,0.10494948534860844,6,0.39,4.0,80.0
0,19,0.02341299035456542,0.5038567575999999,1.7355066094,68.0,0.053517631430633816,4,0.36,2.0,89.0
0,2,0.017735816411809782,0.7502342398,3.4455202124,51.0,0.07147713664874424,2,0.6,36.0,71.0
1,11,0.033498582802689365,0.33639880479999995,1.4296949205,107.0,0.1273174841366858,8,0.33,21.0,41.0
24,2,0.03504451568979257,0.6011809943,1.5745216516999998,58.0,0.41153392738887,4,0.27,7.0,64.0
7,19,0.14551155319591325,0.7324971428,2.2538373624,107.0,0.2490377595310681,11,0.57,9.0,112.0
4,3,0.09766734349182588,0.5936297423,1.5547445631,61.0,0.16568653286961527,10,0.53,15.0,81.0
7,2,0.058422399429601424,0.5364388967,1.5246158116,60.0,0.6142442865159179,4,0.51,19.0,39.0
7,12,0.16114681955745422,0.5640146154,1.7766460386,79.0,0.2457890929406148,12,0.57,11.0,91.0
4,11,0.10072089678290266,0.3141709073,1.1710006543,152.0,0.1757686469300592,7,0.58,20.0,65.0
25,16,0.2920976881318669,0.5074895448,2.3682845424,74.0,0.7147833730604414,2,0.74,7.0,69.0
3,13,0.12734634365184305,0.4569407518,1.2794341051,89.0,0.12172607913330825,6,0.68,0.0,15.0
0,56,0.028130879570561502,0.1660319634,0.5534398779,1155.0,0.07805757876927212,7,0.84,11.0,29.0
23,19,0.07099498884477445,0.44715468630000005,1.8445130808,61.0,0.5520388798627763,0,0.65,25.0,53.0
6,19,0.04291126117403992,0.6155721798,1.4549887886000001,69.0,0.17354158506044515,4,0.67,20.0,113.0
3,19,0.0276587757638532,0.38968491780000003,0.8907083834,72.0,0.1879124984166923,3,0.61,8.0,41.0
4,3,0.06438217666099576,0.4906537673,1.5585472608000002,34.0,0.12285305584686396,3,0.4,33.0,106.0
6,5,0.15555445543352464,0.6219977828000001,1.9225386013999999,45.0,0.18674919974048265,3,0.46,3.0,51.0
10,13,0.308825880680289,0.6344086771999999,2.0474098218,57.0,0.7907469935146211,13,0.56,24.0,82.0
36,2,0.057827584957941935,0.4982341118,1.3481628906999998,34.0,0.4093236104898589,3,0.29,6.0,60.0
7,11,0.19494642329744186,0.766661817,2.8307513245,68.0,0.30129358718687443,6,0.49,34.0,80.0
2,4,0.07285993516034196,0.34829370909999996,1.7414685456,66.0,0.10034479036921788,5,0.39,10.0,100.0
6,5,0.12656221602779388,0.3209872119,1.2255875365,39.0,0.21970368225226514,12,0.58,1.0,71.0
5,6,0.1281399609392882,0.6154301888,1.8462905663,99.0,0.2553679641680138,6,0.59,0.0,81.0
4,6,0.05058639052041624,0.8342089789,2.0981619772,70.0,0.0877468782230818,3,0.59,8.0,134.0
20,16,0.09342239754074884,0.6949760976,2.3680667028999998,115.0,0.33063061692283435,18,0.51,1.0,37.0
8,4,0.059931414885764075,1.5639340349000002,4.1430533205,88.0,0.22964918156719435,5,0.44,22.0,305.0
0,12,0.03154274518879038,44.50485879399999,106.0945212,111.0,0.002621720817557923,0,0.6,626.0,5107.0
4,11,0.05859499397809454,1.5121110472,3.4366160164,120.0,0.15468166295435382,6,0.85,29.0,154.0
22,14,0.3250617826319888,0.4320867301,1.4233445225999999,97.0,0.7108064282835082,11,0.81,2.0,42.0
2,9,0.029525660687531475,6.406262197,19.647552170999997,79.0,0.05951690792718092,4,0.7,593.0,963.0
19,14,0.19077595528431854,0.9917971004999999,3.1534061657,94.0,0.6582119177798471,11,0.77,4.0,91.0
21,5,0.07069494354761277,0.8556536028,2.0133025949000003,97.0,0.8643776219533892,2,0.88,10.0,40.0
0,4,0.011655215212087526,12.492119700999998,33.774057499,53.0,0.00017807571717450702,0,0.58,614.0,1443.0
2,15,0.08981094478299917,9.4762260387,31.344439974,166.0,0.0504290916443054,7,0.85,307.0,573.0
0,2,0.04641472254705376,1.9806251987,3.4457452087,51.0,0.000432793058629971,2,0.8,27.0,54.0
16,12,0.18256012740751365,0.6441755286,1.2883510572,105.0,0.4577537482878006,14,0.72,1.0,44.0
0,19,0.003883249436366772,1.2825638623,4.1148923914,53.0,0.004171484154917289,2,0.67,11.0,277.0
13,40,0.0810120288016041,0.7006585359999999,1.9981743434,278.0,0.4427037467368661,25,0.61,1.0,148.0
31,20,0.4178610048843884,0.6843608242,1.7235754092,110.0,0.9385435536634232,15,0.79,0.0,52.0
12,21,0.1454991660374785,0.9818515812999999,2.7945006543,97.0,0.3410512006741345,12,0.77,0.0,30.0
0,5,0.052873636161172265,9.1176915127,26.977345491999998,74.0,0.004703611843986075,1,0.42,281.0,664.0
11,2,0.04105305748299015,1.1745643694,3.344955052,109.0,0.21350877368644847,4,0.6,36.0,134.0
5,14,0.03610546289623929,6.162197141,17.810569796,110.0,0.13588191010657552,8,0.81,286.0,956.0
16,11,0.09838805412148366,1.1531607143,1.9308737541999998,115.0,0.4462031556629204,21,0.59,26.0,125.0
0,5,0.0403995895826745,0.5828413621999999,1.5895673516,51.0,0.011900034644885728,3,0.63,6.0,82.0
22,9,0.08222019817377581,0.6336757136,2.0858492239,132.0,0.8795459268081703,7,0.67,20.0,137.0
8,12,0.09355339216229104,0.7650294991,2.2159475148,71.0,0.1867347846300217,14,0.5,2.0,130.0
28,9,0.07877487160231851,1.0731645545,2.6585212827,226.0,0.5690746901208071,22,0.38,4.0,217.0
19,14,0.09166690301199704,0.9842826291,3.6445059512,166.0,0.5439195600214014,17,0.51,8.0,158.0
21,19,0.3780476945860863,0.6915921584999999,1.3831843169999998,85.0,0.6089108976908769,14,0.54,9.0,32.0
24,45,0.3708334983760857,1.4429011842,3.9863202207,140.0,0.891511884698261,29,0.57,6.0,156.0
9,17,0.12885690117304435,0.9193224027,2.2858827311,105.0,0.27800208743285204,25,0.51,7.0,79.0
28,18,0.2541930590818,1.0857547811,2.4997610077,98.0,0.9477019195135704,12,0.56,1.0,113.0
3,6,0.00020065588650474642,11.355728567,33.586653756,66.0,0.08472278524063495,1,0.74,476.0,979.0
26,29,0.3068701237372077,0.8255366343,2.0896396055,183.0,0.8597969335505845,17,0.86,1.0,23.0
26,4,0.039345308672307434,1.7137496890000001,4.4401696487999995,124.0,0.6532553171512019,11,0.81,16.0,132.0
11,24,0.3553482996684176,1.0761468026,2.0177752548,81.0,0.44748315984211184,8,0.69,4.0,39.0
16,9,0.10475107729150952,0.8867478573,1.8748383269,70.0,0.9477286205156396,2,0.66,1.0,117.0
0,19,2.705917304541403e-05,10.300343064,25.187352888000003,51.0,0.000495124600978083,0,0.49,147.0,1202.0
27,23,0.42043756826801176,0.8201861761,2.3580352563,98.0,0.6957577335807911,18,0.47,5.0,107.0
19,10,0.192949131394011,0.6126861414,1.5572439427000002,95.0,0.3975498601459301,9,0.43,0.0,80.0
6,7,0.1215928357315546,0.7051603991,2.5436142966,93.0,0.16414280615062446,0,0.76,7.0,151.0
16,5,0.10697425924207372,0.5545594212,1.991372467,71.0,0.6500376755778106,5,0.73,4.0,78.0
27,8,0.1425372710152037,0.5780282321,1.8346113454,92.0,0.22083235689063788,11,0.27,14.0,94.0
7,4,0.016468107692243942,1.9034392381,5.0758379682,72.0,0.16399412161919655,4,0.35,5.0,63.0
9,20,0.273965908312211,0.6863630142,2.5166643856,110.0,0.5308117638315006,12,0.68,2.0,85.0
14,35,0.2363784150891605,0.9327137526,1.9410529446,116.0,0.7268438220296359,10,0.78,4.0,99.0
1,5,0.02908693968461025,10.271467965,28.708752962,59.0,0.09400422106429887,4,0.77,329.0,827.0
10,39,0.21588552402408906,1.0411915437,2.0315932559,166.0,0.3887814022735837,18,0.74,1.0,62.0
0,19,0.011742564252755064,7.7095062292,21.115039397,53.0,0.00011577255824828,0,0.5,474.0,637.0
4,36,0.20084134667220954,0.843267317,2.0129606922,245.0,0.9431043012127912,39,0.93,4.0,91.0
21,9,0.05209033477762708,0.9263930437000001,2.3292167956,64.0,0.5836640995951471,9,0.55,3.0,79.0
19,35,0.3985443105023433,1.1183882116,3.3278868737000002,145.0,0.5186496293141931,14,0.49,13.0,171.0
12,5,0.17261223622276325,1.2310970401999999,3.0777426005,49.0,0.7100378882708207,2,0.66,9.0,126.0
25,21,0.222530024663052,0.6687175422999999,1.6717938558,79.0,0.54239961062555,15,0.39,1.0,55.0
2,4,0.045883097739422514,0.47189158924999997,1.4233924138499998,65.0,0.035427354584573086,5,0.75,11.0,186.0
2,4,0.022063303526153842,0.47189158924999997,1.4233924138499998,90.0,0.07421605624767609,3,0.32,5.0,63.0
8,33,0.26082839536172264,7.273510534600001,19.714302684,226.0,0.34988311649613063,34,0.52,2.0,237.0
27,8,0.07022866776076031,0.5584038339,1.3122490097,175.0,0.8773077424489577,17,0.59,8.0,51.0
7,17,0.1422516656342839,0.6099017099,1.4693086648,107.0,0.2439739289047692,22,0.48,27.0,53.0
15,17,0.12409931971839062,3.0809316491,10.503176076,165.0,0.5232932221488389,29,0.47,19.0,296.0
12,28,0.2594014754023572,0.9251991099,2.9718516862,130.0,0.442629057657378,21,0.24,8.0,61.0
21,40,0.25658941324797513,1.4475119397999998,3.1788497502,239.0,0.5184071015576807,39,0.29,8.0,116.0
19,11,0.2982124043354276,1.1524727652,3.8228364895999998,102.0,0.4369767194526152,14,0.48,1.0,220.0
9,24,0.2618135273655332,1.1751349173999999,2.5461256543,177.0,0.31450812702561004,22,0.63,28.0,104.0
1,2,0.06818032239479463,0.2350670843,0.4995175542,39.0,8.131845838190243,1,0.14,5.0,18.0
8,63,0.2906535448441239,1.0951552913,3.3697085887,185.0,0.5702755415748086,28,0.72,5.0,127.0
4,17,0.17372286998198794,0.49557883909999995,2.4195908028999997,143.0,0.3465443552976751,19,0.34,4.0,64.0
24,18,0.11198748455765804,0.4199186802,0.9238210965000001,167.0,0.6895243499524444,19,0.51,9.0,74.0
8,15,0.2541697425786963,0.8873951389,2.2328006719999998,88.0,0.17878691283690448,21,0.23,7.0,118.0
14,23,0.4188242721071425,1.7496342771000002,5.079583385,105.0,0.4829152180783259,15,0.49,2.0,286.0
18,15,0.14739716700602284,1.0104470684,3.4804287911,156.0,0.4674243659270535,14,0.24,1.0,183.0
4,9,0.06952416237032928,1.0534248093,2.7047393752999995,93.0,0.15434911335435525,11,0.64,5.0,149.0
13,18,0.21997707644283745,0.42592503460000003,1.7888851455,144.0,0.5526257906276143,27,0.3,3.0,42.0
7,25,0.19777391104979264,0.7597660112000001,2.5325533707,143.0,0.4559702264147456,20,0.46,16.0,233.0
21,17,0.17621840061525745,2.7572088576,8.783273577200001,148.0,0.6669602402460303,26,0.37,16.0,265.0
0,6,0.07386162120103068,0.2861362959,0.829795258,68.0,0.04730611683324362,5,0.98,1.0,33.0
21,33,0.39051831718355945,1.2150125824,3.5320133211,191.0,0.5402122508432602,36,0.19,8.0,197.0
18,15,0.4379655761531481,4.0129990927999994,13.260344828,92.0,0.9444285053170124,25,0.53,51.0,558.0
13,44,0.3476747925441727,1.6281356665,4.3229809076,172.0,0.594092300603705,24,0.51,25.0,190.0
5,29,0.14053936406333126,0.7818364678,3.474828746,144.0,0.1862021261308364,34,0.43,11.0,143.0
5,4,0.026861643400896047,0.5151836647,1.8317641411,120.0,0.27227104363621896,18,1.0,10.0,104.0
24,13,0.2878429164983996,0.7279601253,2.4078681066,113.0,0.2789297190238011,25,0.25,9.0,86.0
9,29,0.2913543924025576,0.6938359728,2.4573357369,162.0,0.3894121462631164,26,0.55,0.0,40.0
0,4,0.04458881542685368,3.8871937533,10.849331819000001,39.0,0.000533354922661057,6,0.18,5.0,63.0
4,16,0.09322077215838047,0.6904745753,2.5892796572,104.0,0.18668449652086566,18,0.44,8.0,77.0
4,5,0.07543671373846485,1.2331367498,3.3631002269,85.0,0.1696432793616026,10,0.47,19.0,102.0
24,8,0.1992407111150409,1.4282569719999998,3.4446197560000003,81.0,0.4423304115918392,7,0.4,5.0,100.0
12,29,0.2764550930794307,1.3202885306,3.7958295254000003,208.0,0.5782270350939566,39,0.41,4.0,293.0
14,60,0.5001276699274682,2.9706446052999995,9.1241227164,253.0,0.7584364999614001,39,0.68,31.0,274.0
16,26,0.5193247736574407,0.7198262555,3.1792326286000003,98.0,0.7726136315494481,34,0.62,5.0,63.0
13,17,0.0847795628641927,1.5164665674000002,4.8223636843,114.0,0.3746817585959609,20,0.51,1.0,149.0
5,15,0.11887250864784042,1.0632652871,2.8860057792,77.0,0.21804520523156987,25,0.32,51.0,114.0
0,0,0.0,0.06097740559999999,0.06097740559999999,35.0,0.000136323868119292,0,0.47,5.0,0.0
17,48,0.3791838301658578,1.0951409478,2.6465906239,165.0,0.5896535629207433,23,0.31,3.0,92.0
11,13,0.3796606885053354,0.8145867015,3.4997058286000002,50.0,0.28627031381865525,14,0.36,5.0,123.0
24,31,0.2177244052738152,1.4668553262000001,3.2630047052999998,167.0,0.44318724085186795,26,0.34,16.0,248.0
14,22,0.3864152036592281,2.0954056764,7.4835917013,111.0,0.8147764668941211,24,0.43,53.0,341.0
11,27,0.10624693358214593,0.8898262779999999,1.7203308041999998,145.0,0.3342545212732966,22,0.37,0.0,115.0
24,46,0.5448752070881305,0.64062355,2.8370471501,176.0,0.7309199320861698,37,0.36,0.0,134.0
15,47,0.37427846729008335,2.2479210224,3.7667865781,294.0,0.7287918702426196,50,0.61,7.0,107.0
18,17,0.2058066014243977,1.3515279429,3.9945159201,156.0,0.5403436979959364,27,0.77,28.0,262.0
17,25,0.2449488873739851,0.8764325363,2.4540111016,168.0,0.5137125288268687,43,0.31,2.0,106.0
12,51,0.40904482932251457,2.8515026023,8.554507807,238.0,0.8539998391900198,47,0.57,42.0,343.0
25,24,0.11096414229035093,1.1049416545,2.8967389319,149.0,0.6101057130980849,19,0.58,0.0,77.0
20,18,0.30998772658039464,1.5481405853,5.6375685465,84.0,0.4908190998373021,24,0.37,17.0,230.0
5,13,0.1286671669317055,0.4152740772,1.3348095338,87.0,0.2683668130086886,13,0.46,3.0,45.0
12,86,0.5066422685734859,0.9253059599,3.6116781015,256.0,0.9074060822373496,32,0.81,26.0,165.0
17,13,0.11546817397684846,0.9030001598,1.7477422447,69.0,0.4282432253743115,8,0.46,56.0,74.0
11,73,0.2448196697694892,2.7276871818,9.5312287732,104.0,0.30719286990579103,15,0.67,56.0,227.0
5,106,0.27939577003743216,0.8758298563,3.0201029529000003,154.0,0.2755319592486113,20,0.54,20.0,183.0
18,39,0.10017549851009724,0.3902918212,0.8706509856999999,107.0,0.5629696994752847,17,0.42,0.0,23.0
14,120,0.16332410027734492,1.0670738214,2.9573188764,370.0,0.5673687870138862,47,0.55,2.0,191.0
7,55,0.1974094463753419,0.7119131577,2.6993373898,118.0,0.5258779199785416,24,0.66,6.0,101.0
4,19,0.07785137910957632,0.6935590729000001,1.2137283776,81.0,0.15837061451776624,8,0.82,10.0,36.0
19,34,0.16884909492885722,1.9518905021000001,6.0596003647000005,72.0,0.519845705213603,27,0.36,14.0,243.0
12,160,0.3829625203977633,4.0433344664,13.419182505,274.0,0.6668712501729238,50,0.72,114.0,585.0
7,18,0.037923848619436366,0.4581299702,2.1761173582,53.0,0.15804559980423796,2,0.32,11.0,90.0
7,93,0.33418669458569616,3.4341455107999996,10.519004267,127.0,0.7191161020997471,38,0.8,20.0,370.0
2,21,0.06434551670952418,1.7038715194999998,3.8409307135,49.0,0.09579741188502408,8,0.42,5.0,63.0
7,58,0.15165932416944655,0.4827870924,1.5051597587,65.0,0.2023447093339569,16,0.31,5.0,63.0
8,50,0.2087249362043632,1.6882261392,5.2102151537,103.0,0.4024163445744499,21,0.67,37.0,218.0
3,31,0.07089205492223663,0.4902167727,1.9320308100999999,76.0,0.08241065340651225,9,0.71,5.0,78.0
8,41,0.0956671923109602,0.429295552,0.8872108076,106.0,0.1849553872955968,11,0.85,0.0,34.0
1,25,0.020453958970104474,3.2280483275,6.110234334099999,51.0,6.677900305161566,5,0.27,4.0,256.0
6,68,0.14531058800229596,2.1083267997,5.7266714423,115.0,0.2450360962379385,23,0.54,29.0,211.0
12,48,0.1368341100748761,0.7735077824,1.6616093103999998,82.0,0.36148425011786506,19,0.57,0.0,68.0
6,53,0.20922836712229764,0.49522094310000003,1.1652257485,134.0,0.7029621697173379,25,0.89,0.0,28.0
6,11,0.07375146013996252,0.5456039583,1.5458778818,203.0,0.2938573611036334,21,0.62,22.0,40.0
1,7,0.05984974837012001,0.4294615007,1.9325767531,78.0,0.06084107680816232,7,0.68,37.0,16.0
3,6,0.06786104706044567,0.3016497709,1.4479189001,47.0,0.1177042155787752,10,0.22,0.0,63.0
7,17,0.19278971341413007,2.1096109337,5.1150840447000006,131.0,0.3487644658315022,24,0.45,3.0,120.0
1,20,0.11992188194182445,1.9380465552000001,5.7843235648,89.0,0.026534598041887358,3,0.45,14.0,396.0
13,24,0.2527126895546967,0.21166829969999998,0.8466731987999999,131.0,0.9224962383907348,20,0.58,0.0,28.0
12,12,0.12072032401186546,0.5151025492,1.5150074975999999,81.0,0.2968952084755873,13,0.53,1.0,34.0
1,7,0.0746965341504662,1.0098612956,3.5200879444999997,58.0,0.06896712212077352,15,0.27,5.0,92.0
15,64,0.3050103214514908,1.1991225779999999,3.7172799919,289.0,0.8443935416040401,54,0.64,16.0,159.0
2,35,0.05966621298226925,1.790594547,5.0195355333,73.0,0.046445675551921216,13,0.29,0.0,173.0
6,18,0.12086317670703554,1.5164736503999998,4.6707388433,117.0,0.18386902978963374,17,0.41,14.0,134.0
3,15,0.09766761592080604,1.4697738077000002,2.9689430915,136.0,0.1875366724797214,14,0.49,13.0,244.0
15,11,0.20326472678704666,0.9361710120000001,2.6914916595,83.0,0.5567154541868757,14,0.39,5.0,103.0
7,13,0.09398677288564433,0.8038530881999999,2.2626975815,113.0,0.2973358190476682,9,0.68,4.0,120.0
21,26,0.2891790371501389,0.7111994263,1.3334989243000002,132.0,0.4454305627465207,30,0.27,0.0,72.0
26,31,0.3675068187713795,1.3902428644999998,3.6569431872000004,134.0,0.7802402584263068,39,0.81,8.0,112.0
8,19,0.20184096833162804,0.3867811531,1.1305910629,137.0,0.2758843741272114,17,0.33,0.0,69.0
8,46,0.244498432135458,0.5084145296,2.8710467555,187.0,0.4664183819948372,37,0.85,0.0,176.0
17,5,0.14003514674185416,0.2960897353,0.6810063912000001,55.0,0.3470592960132195,12,0.23,0.0,29.0
4,36,0.028769130598581518,1.1338267321,3.2270453144,98.0,0.13382275921976314,6,0.44,5.0,63.0
5,49,0.33261261409691995,0.8357371343000001,2.5072114028,69.0,0.2910290035150079,22,0.4,5.0,63.0
11,33,0.1968958510362941,0.21470748739999998,0.9201749461,135.0,0.2876503640146489,13,0.75,4.0,68.0
21,42,0.4851827754521356,0.47189158924999997,1.4233924138499998,170.0,0.6948534108980042,30,0.45,5.0,63.0
5,15,0.0344188620989269,1.1817432118,2.6122744682,121.0,0.11238581271733453,9,0.63,6.0,124.0
12,83,0.4300861923557995,0.6291398294,2.3735729929,81.0,0.5734228830190565,22,0.51,2.0,80.0
0,54,0.07175047504844652,2.8731607282,11.751227378,86.0,0.000995980479681394,6,0.54,9.0,821.0
28,91,0.32934279902135033,0.5237224446000001,3.2296217415,103.0,0.8229357575416841,38,0.36,4.0,87.0
10,46,0.13111420418408445,0.721851513,2.7370203202999996,82.0,0.3011230053447372,17,0.36,5.0,128.0
18,38,0.138091583227807,0.8579073751999999,2.3286057326,108.0,0.5314146217971336,33,0.41,6.0,98.0
8,123,0.4133180955729438,0.0,0.0,126.0,0.3326062213142031,40,0.29,5.0,63.0
6,96,0.276879996683451,0.5453007872,2.423559054,157.0,0.22300939352886864,33,0.37,1.0,75.0
8,67,0.12817127692525673,0.8738697398999999,4.2488149422,133.0,0.2614110422702772,33,0.52,5.0,63.0
19,31,0.09341701650278414,0.6809721513,1.6740565386000001,52.0,0.34685907519972403,5,0.27,4.0,65.0
10,56,0.124062987791733,0.5878319624,1.9034558781,119.0,0.8700581122091637,15,0.75,4.0,75.0
10,162,0.4740915196115339,0.7769540243,2.5898467475,216.0,0.931879962075938,60,0.8,7.0,66.0
8,20,0.15755590041778247,0.5168499397,1.378266506,141.0,0.24955333741550784,26,0.81,6.0,104.0
22,35,0.31600798304947464,0.5820525776,1.6879524749,190.0,0.7022072977691548,31,0.64,7.0,58.0
4,14,0.19998758651008613,2.51832012,8.3163129545,102.0,0.2623831744222312,20,0.47,54.0,553.0
1,4,0.05295802320213428,0.45161053770000004,0.5927388308,68.0,0.08786805364783036,8,0.54,4.0,16.0
0,8,0.06688102242241029,0.2306938782,0.8651020431,66.0,0.0634018510238885,9,0.7,0.0,27.0
18,34,0.23654092786004235,0.5289569862,0.9403679754000001,135.0,0.6458802701477663,17,0.66,1.0,48.0
4,10,0.095470706103294,0.234659956,0.9973048131000001,73.0,0.1871731763533705,19,0.49,0.0,83.0
5,5,0.04652913795392353,1.2526719567,3.2211564602,79.0,0.12348247717191185,3,0.53,11.0,113.0
7,36,0.33616202745576484,3.7524668001999997,11.733904120999998,177.0,0.9111656467241028,31,0.75,14.0,240.0
8,15,0.18739675079789533,0.7521374618000001,2.3767543794,161.0,0.3100175499673757,23,0.86,9.0,67.0
19,36,0.4963080211986134,0.7649369608,2.4419141441,128.0,0.4361203886665194,28,0.2,4.0,155.0
20,29,0.27511309416881097,0.6724457237,1.9003900887,151.0,0.4318034850859867,30,0.29,17.0,108.0
17,57,0.36168429134410496,1.4522918855000002,2.4303660125,225.0,0.4332768136357473,35,0.28,2.0,107.0
1,16,0.07972567807033272,1.1032233293,2.5046151261,115.0,0.1315273606246864,23,0.78,19.0,123.0
4,8,0.12758817526750185,3.8290698506,12.253023522000001,52.0,0.1506632478239735,11,0.31,21.0,650.0
8,5,0.05713865232387544,0.3884791082,0.9861392746,84.0,0.21757443297040924,10,0.38,5.0,36.0
20,14,0.15388817169946853,2.2407229280000003,6.1325048555,114.0,0.5286482124012495,24,0.3,1.0,172.0
12,12,0.26872664524373363,0.8579225778,3.3133561624000003,72.0,0.3538332268501572,19,0.39,0.0,136.0
17,15,0.1961051235103981,0.3677456426,0.9193641065000001,126.0,0.531361474469102,32,0.29,5.0,40.0
3,20,0.14328666760816064,1.3893977599,3.103973719,122.0,0.3656578229029592,19,0.75,22.0,195.0
11,15,0.13340716953818949,0.2030135623,0.8410561868,138.0,0.3685136869829348,25,0.67,1.0,54.0
13,22,0.2584987435984025,3.3747601,11.739550091,74.0,0.2931996652140635,23,0.54,33.0,674.0
22,20,0.2107360213208646,1.2968516103,4.0922873036,83.0,0.8730064207593117,18,0.51,2.0,38.0
