SampleID,H1.Status,Cohort,ADORA2A,ARG1,BTLA,BTN3A1,BTN3A2,C10orf54,CCL5,CD274,CD276,CD27,CD28,CD40LG,CD40,CD70,CD80,CTLA4,CX3CL1,CXCL10,CXCL9,EDNRB,ENTPD1,GZMA,HAVCR2,HLA.A,HLA.B,HLA.C,HLA.DPA1,HLA.DPB1,HLA.DQA1,HLA.DQA2,HLA.DQB1,HLA.DQB2,HLA.DRA,HLA.DRB1,HLA.DRB5,HMGB1,ICAM1,ICOSLG,ICOS,IDO1,IFNA1,IFNA2,IFNG,IL10,IL12A,IL13,IL1A,IL1B,IL2RA,IL2,IL4,ITGB2,KIR2DL1,KIR2DL3,LAG3,MICA,MICB,PDCD1LG2,PDCD1,PRF1,SELP,SLAMF7,TGFB1,TIGIT,TLR4,TNFRSF14,TNFRSF18,TNFRSF4,TNFRSF9,TNFSF4,TNFSF9,TNF,VEGFA,VEGFB,VTCN1
TCGA.BT.A20X.01A.11R.A16R.07,H1.Negative,BLCA,39.1624,11.6335,2.3267,285.4096,618.1289,627.048,596.8008,25.5938,1276.5875,72.3102,25.206,4.6534,475.8119,95.3951,18.6137,36.064,188.4634,1331.2651,410.2763,95.0073,887.6394,64.7601,131.8468,29751.5928,29402.8619,23842.3151,2172.0136,1287.4144,157.4406,293.9409,514.2026,54.6777,4487.8333,849.0548,490.9355,5161.4154,2052.5448,114.7843,25.206,520.0194,0.3878,0,3.8778,43.8197,1.5511,0.3878,1593.4077,741.0567,50.412,0.3878,0,497.5279,0.4847,1.4542,99.6607,297.8187,50.7998,37.2273,23.2671,112.8454,109.3553,138.0514,3485.7974,74.4547,92.6806,572.762,304.4111,52.3509,14.348,20.5526,178.381,8.1435,4028.6961,1241.6869,146.5826
TCGA.BT.A2LA.11A.11R.A18C.07,H1.Negative,BLCA,64.9789,0,9.2827,537.1308,799.1561,3795.7806,1927.0042,18.9873,1551.0549,81.0886,35.0211,20.6751,708.0169,4.6414,2.1097,8.4388,1348.9451,62.8692,47.6793,693.6709,509.7046,197.8903,81.8565,23492.3249,23309.2025,19646.4937,4468.7764,3589.0295,447.2574,448.1013,753.5865,149.3671,9408.0169,3532.4979,767.5105,5793.6709,528.692,552.7426,15.1899,17.7215,0,0,5.0633,15.1899,9.7046,0.4219,1140.9283,836.2869,21.097,2.5316,0,668.3544,1.481,1.8945,80.5907,303.7975,63.7131,11.3924,41.7722,220.2532,90.7173,263.7131,3001.6878,57.8059,601.6878,1394.3544,32.0675,28.692,2.5316,18.1435,26.5823,6.7511,5572.1519,1269.1983,1027.4262
TCGA.BT.A2LA.01A.11R.A18C.07,H1.Positive,BLCA,209.8149,5.8772,0.2939,1133.9994,208.9333,153.6879,22.6271,1.1754,4385.836,12.5624,24.6841,0.5877,295.3277,307.6697,3.5263,4.4079,128.71,72.2892,4.114,170.7317,1120.4819,2.3509,21.7455,7130.4408,12061.2489,17288.1487,286.218,205.9947,28.7981,36.1446,69.3506,5.8772,918.8951,242.3038,65.2366,5737.8783,211.8719,47.8989,3.2324,0.2939,0,0,0.5877,7.0526,110.4907,0.2939,2.057,23.8025,7.9342,0,0,97.8548,0.2939,0,113.7232,231.5604,709.6679,5.5833,2.3509,18.2192,3.8202,7.3465,803.7026,14.6929,25.2718,199.1008,12.6359,15.2806,1.4693,26.4473,116.0741,2.6447,723.4793,3689.0979,19.3947
TCGA.BT.A2LB.11A.11R.A18C.07,H1.Negative,BLCA,121.9852,48.2375,44.9907,466.6048,975.4174,2351.577,833.9518,38.0334,550.5566,238.1633,98.3302,39.8887,428.5714,11.5955,5.102,51.0204,1121.9852,97.4026,579.3135,1123.3766,936.4564,129.8701,192.4861,18945.7328,28512.6391,17123.2607,4995.8256,3986.5492,811.2245,692.4861,928.1076,138.6827,11440.6308,3008.4601,925.7792,6060.2968,1641.9295,352.9685,51.0204,202.2263,1.3915,0,3.7106,25.5102,18.0891,2.3191,66.3265,1221.243,137.2913,0.4638,0,1027.3655,2.8432,1.3312,69.1095,117.8108,57.5139,29.6846,73.7477,204.5455,416.5121,303.3395,1543.5993,87.6623,232.3748,886.4518,60.2968,60.7607,6.4935,31.0761,115.9555,64.9351,3573.7477,793.1354,122.9128
TCGA.BT.A2LB.01A.11R.A18C.07,H1.Positive,BLCA,65.5037,9.968,8.188,1093.9836,2077.6077,1094.6956,744.393,38.0918,2642.9334,88.7576,30.9719,7.476,1117.8355,27.0559,17.4439,89.7116,395.5144,1146.3154,738.341,109.6476,933.7736,58.7398,226.0591,47444.6244,60078.6187,33687.1342,2357.7786,1961.1962,400.8544,417.2303,555.3578,83.3037,6382.3425,1902.1787,642.5774,6730.1531,1960.1282,150.2314,29.5479,164.1153,0,0,1.068,35.5999,6.052,0,2100.7476,2124.9555,102.5276,0,0,977.9281,1.392,3.592,88.9996,145.9594,48.7718,32.7519,39.1598,159.4874,164.8273,114.6315,5221.4311,59.0958,366.3225,1614.8879,66.9277,56.9598,8.9,80.4557,22.4279,43.0758,1480.5981,1333.2147,185.1193
TCGA.BT.A2LD.01A.12R.A20F.07,H1.Negative,BLCA,139.0828,0,7.4776,280.1595,615.1545,656.5304,1137.0887,181.4556,4744.7657,66.3509,28.4148,11.4656,173.4796,3.988,8.4746,10.4686,553.34,283.1505,463.1107,1856.9292,542.3729,65.8026,85.7428,27161.5055,36110.0997,25097.7767,1227.318,1008.4746,896.3111,32.9013,2271.6849,9.4716,3076.7697,3030.0499,1172.4826,5285.6431,691.4257,203.3898,13.4596,102.6919,0,0,0.4985,23.4297,3.988,0,116.65,29.9103,8.4746,0,0,596.7099,0,2.991,127.6171,648.0558,113.1605,145.0648,16.4506,37.8863,104.6859,139.5813,834.995,20.9372,57.8265,391.0518,35.3938,19.9402,2.4925,21.9342,18.9432,61.8146,849.4516,1436.6899,2115.1545
TCGA.BT.A3PH.01A.11R.A220.07,H1.Positive,BLCA,34.2418,0,0.6988,111.1111,225.3669,2462.2642,738.9937,3.4941,1820.7547,6.6282,5.9399,2.4458,54.8567,1.0482,4.8917,2.0964,135.9189,19.5667,45.0734,130.3284,853.246,11.181,39.8323,4535.9713,4732.666,16524.4969,444.095,430.1188,112.5087,33.1936,151.2928,10.4822,1094.689,273.0224,47.8686,4795.5975,902.8651,147.0999,1.747,3.8435,0,0,0,15.0245,0,0,113.557,106.9182,13.6268,0,0,111.1111,0,0,31.7959,109.0147,211.0412,6.6387,4.1929,23.4102,35.6394,15.7233,965.7582,1.747,34.5912,895.0978,3.1447,8.7352,0,25.1572,83.508,4.5423,3853.5989,1329.8393,30.0489
TCGA.BT.A3PJ.01A.21R.A220.07,H1.Negative,BLCA,57.0791,0,2.551,1221.9388,1072.0663,786.0332,362.5638,336.4158,2618.3036,63.3036,55.8036,3.1888,155.9311,4.1454,54.8469,228.9541,218.1122,6410.0765,3990.1148,24.5536,666.4541,317.2832,294.9617,64693.1983,142015.2934,95164.2347,10346.352,4330.625,2391.9005,81.9515,14298.4694,8.6097,21693.2398,12352.0695,2033.801,8072.7041,6056.1224,136.4796,105.2296,981.1862,0.3189,0,9.5663,7.6531,17.5383,0,1998.0867,555.8036,181.4413,0,0,1882.1173,1.199,1.0332,395.727,593.4311,388.074,334.8214,33.1633,454.0816,2.2321,102.9974,3408.801,92.4745,102.9974,624.4037,95.3444,86.0969,31.5689,29.6556,6.0587,522.3214,7116.3903,1487.5638,1.2755
TCGA.BT.A3PK.01A.21R.A220.07,H1.Negative,BLCA,82.5804,1.8009,8.2326,571.6491,1136.6092,1480.0617,678.4152,125.804,4409.5704,49.9691,37.0466,3.6017,810.6509,196.8099,34.7312,57.628,887.0594,2215.3332,915.3589,234.8855,1589.4006,30.6149,292.7708,32926.9256,29583.1464,15975.6393,2462.5778,2043.9825,607.152,353.486,775.9197,159.2488,6259.326,1665.8709,374.744,4850.0129,3903.7818,256.2387,49.6527,1322.3566,0,0,7.9753,43.221,7.9753,1.8009,2130.6921,1614.0983,125.2894,0.5145,0,1232.3128,1.2863,0,87.9856,188.32,309.4932,101.8781,25.984,304.0906,102.1353,148.7008,1703.3702,72.5495,134.5511,1003.0409,98.7908,131.2066,25.2122,48.3663,112.6833,90.8155,10785.1814,1060.9725,41.4201
TCGA.BT.A42C.01A.11R.A23N.07,H1.Positive,BLCA,22.6702,1.9432,1.9432,296.98,340.3773,418.1038,520.1198,6.8011,1705.1251,19.5676,7.1249,0.6477,450.8137,0.9716,4.534,14.8976,201.765,85.1753,15.5453,98.7774,709.5782,8.0965,14.2499,18086.9371,7014.143,20433.9989,248.4009,201.4412,44.045,18.1362,272.0427,4.2102,623.4313,686.1922,188.8106,11888.9159,1456.0764,68.0107,9.0681,12.6306,0.3239,0,0.6477,1.9432,34.3292,0.6477,1407.1735,1959.0317,12.3067,0.3239,0,70.2777,0,0,10.3635,383.1269,315.7639,2.5909,1.6193,13.926,27.5281,319.3264,830.3781,21.0509,242.8953,974.4247,25.2611,18.1362,1.2954,4.534,12.6306,103.9592,5028.2568,1064.853,760.4243
TCGA.BT.A42E.01A.11R.A23W.07,H1.Positive,BLCA,68.8583,0,17.3256,563.7494,378.9427,721.9014,3621.0573,65.7486,1081.7414,241.5504,74.6335,8.4407,1299.4225,122.6122,76.4105,261.6615,371.8347,9608.6184,3339.849,38.2052,880.4753,573.9671,605.5087,25298.9782,52482.3545,38423.4651,6611.7281,4127.9431,3797.4234,160.3732,5097.2901,349.6224,12351.3994,9051.4882,6794.3581,6847.179,6647.2679,105.7308,156.8192,2385.1622,0,0,30.2088,31.9858,4.8867,0,9262.1057,6380.2754,146.6015,0,0,2007.9964,0.4442,0.4442,789.4269,334.518,328.2985,112.8387,104.8423,536.2061,5.331,341.1817,3654.8201,230.5642,187.028,1272.3634,300.7552,159.9289,31.9858,45.3132,96.8458,1543.7583,1970.6797,1982.6744,16.4371
TCGA.BT.A42F.01A.11R.A23W.07,H1.Positive,BLCA,191.631,0,24.7266,494.5316,740.8464,933.9039,2461.7214,96.5288,941.5121,424.4032,55.1593,29.0062,424.6315,71.3267,69.9001,227.2943,117.9268,1737.5178,2441.2744,31.8592,812.6486,391.3457,615.787,25563.476,34371.2126,24411.0033,6067.0613,5936.7427,657.1564,1207.7984,1737.9933,221.1127,16502.1398,2476.7713,1558.1455,5003.8041,1760.8179,151.2126,131.2411,606.2767,0.4755,0.4755,65.145,25.6776,2.3776,10.4612,1845.9344,7810.271,117.9268,0.951,0,5166.9044,2.311,1.9686,531.146,103.1859,99.8573,147.4085,91.7737,780.7893,148.3595,1169.7575,1049.4532,146.933,209.7004,1039.068,147.4085,126.486,28.5307,43.747,212.078,25.6776,1934.855,1064.194,1.902
TCGA.C4.A0EZ.01A.21R.A24X.07,H1.Positive,BLCA,99.8623,2.57,2.9371,126.2965,74.5296,179.899,41.8541,1.1014,1515.1905,17.4943,23.1299,0,128.8665,1.1014,6.2414,6.6085,238.2744,86.2781,182.8362,96.9252,982.469,12.4828,34.1441,3730.4966,4425.6117,3238.0872,656.4479,419.2749,227.2602,20.1927,140.9821,15.4199,1490.2249,837.5071,110.8765,19702.2487,163.3777,53.2354,4.4057,38.9169,0,0,0,0.7343,6.6085,1.8357,0.3671,8.4442,3.3043,0.7343,3.3043,101.3309,0.3671,0.7343,193.8504,46.2598,9.1785,13.9514,2.9371,29.7384,42.9555,30.8398,333.7311,5.5071,31.207,237.7898,20.5599,45.8926,1.1014,30.1056,2.57,11.7485,966.3148,1211.5649,209.2703
TCGA.C4.A0F0.01A.12R.A10U.07,H1.Negative,BLCA,40.4807,0,2.6545,220.3213,505.6773,712.7262,466.5238,71.6708,2152.1146,33.0747,36.499,2.6545,234.2573,31.1901,31.1901,27.872,116.7968,696.7994,376.2717,252.175,708.0809,94.2338,153.9595,27082.2688,29116.8101,9138.1388,1676.3002,1266.184,1051.8352,47.7805,1119.5243,28.5356,5679.2467,1627.0863,609.8654,8349.6473,817.5779,33.8445,46.4533,147.9869,0,0,7.9634,1.9909,1.9909,1.3272,1329.8914,1960.9925,49.7714,0,0,530.8948,0,0.6636,60.3893,392.8621,89.5885,142.678,7.2998,125.4239,23.8903,118.7877,3067.9081,45.1261,104.1881,194.4137,17.9177,35.1718,2.6545,16.5905,15.9268,4.6453,1438.0612,552.1305,0
TCGA.C4.A0F1.01A.11R.A034.07,H1.Positive,BLCA,31.0867,2.1439,3.2159,854.3481,2028.6748,593.8631,401.4471,45.5581,2008.8436,39.6731,16.0793,6.4317,121.6669,66.4612,8.5756,24.119,95.404,1225.2445,842.5566,92.7241,741.2569,105.5876,118.987,48675.8623,44170.6338,22608.9455,1240.2519,1067.6672,525.7939,45.5581,1044.6201,113.0913,3860.6459,3218.9146,1085.8904,4580.9996,1733.8872,33.2306,16.0793,1465.3625,3.2159,0,1.072,1.6079,10.7195,2.1439,422.3503,450.2211,19.2952,2.6799,0,554.2007,2.4226,0.7932,31.0867,398.7673,56.2776,21.9751,6.4317,120.059,8.5756,103.9796,3825.2713,58.9575,62.1734,274.8653,1187.1901,32.1586,5.8958,23.047,554.7367,28.9428,2434.9457,1104.6496,8.0397
TCGA.C4.A0F6.01A.11R.A10U.07,H1.Negative,BLCA,88.9869,5.148,8.0897,283.8757,600.1103,421.401,268.4317,8.8252,2297.4812,54.4659,19.8566,1.4709,71.3366,5.8834,3.6771,9.5606,164.0007,119.1395,284.6111,104.431,473.6165,54.4218,95.6058,4302.2541,8427.4389,9565.5746,1195.8081,808.2368,576.5766,118.4041,412.5758,27.2109,3516.0875,1189.2848,241.9562,6240.8531,503.0336,475.0873,15.444,50.7446,0,0,0,8.8252,2.9417,1.4709,63.2469,205.1848,13.9732,0,0,494.2085,0,0,24.2692,173.5613,30.1526,6.6189,5.8834,58.0989,16.1794,189.0053,1309.0642,34.5652,107.3727,1284.3023,11.0314,12.5023,8.0897,81.6327,11.0314,3.6771,1356.8671,1209.0458,1539.2535
TCGA.C4.A0F7.01A.11R.A084.07,H1.Negative,BLCA,32.1699,13.7425,2.4986,237.9948,418.5211,372.2964,38.1042,21.5507,4433.5129,4.585,8.4329,0.6247,561.2556,306.7073,9.6822,9.0575,144.9207,27.485,73.3974,429.765,1215.2729,4.0603,59.3425,10696.5972,8190.424,8503.2592,639.0255,478.176,269.8524,17.1781,613.1022,8.1206,2054.1891,1384.9738,535.9569,10955.2588,954.7903,64.0275,11.5562,48.411,0,0,0,14.3671,2.4986,5.9343,6.8712,109.3152,38.7288,0,0,267.3538,1.5616,0,16.8658,262.9812,201.14,12.1808,3.4356,33.4192,431.6389,18.7398,1238.0729,185.2112,57.1562,139.1364,418.8335,18.4274,9.3699,41.8521,260.4825,3.4356,1936.7533,866.0889,17.8028
TCGA.CF.A1HR.01A.11R.A13Y.07,H1.Negative,BLCA,53.8418,0,7.2911,642.737,1182.2771,3033.0903,1127.3135,7.8519,1578.7998,103.3875,26.3601,3.3651,768.9288,2.2434,1.1217,14.5822,1438.5867,39.2597,126.1918,302.2995,840.7179,59.4504,65.6197,19044.857,19784.4363,24198.7381,1385.8665,1994.9523,1300.0561,54.9635,1707.235,37.0163,8044.3073,9629.1868,8704.5205,4131.2395,859.7869,223.7801,7.8519,75.1542,0,0,0,7.2911,0.5609,0,189.5681,88.6147,13.4605,0,0,371.8452,0,1.6826,54.9635,95.3449,28.6035,27.4818,13.4605,117.2182,223.2193,524.3971,1638.811,38.138,236.1189,1587.5379,16.2647,26.9209,1.6826,10.0953,9.5345,7.8519,2440.2692,1883.3427,288.2782
TCGA.CF.A1HS.01A.11R.A13Y.07,H1.Negative,BLCA,45.4274,0.5977,4.7818,418.41,1075.9115,656.306,493.7238,75.3138,3230.7233,29.2289,32.2773,2.3909,203.2277,13.15,109.9821,33.4728,87.8661,486.5511,413.0305,38.2546,835.6246,23.9091,339.5099,19374.1721,23552.2534,14787.8542,1728.0335,1678.422,1245.0687,647.3401,1551.1058,497.9079,8058.5774,2927.5254,731.6198,10247.4597,1227.1369,161.9845,51.4047,85.4752,1.1955,0,0.5977,7.1727,2.3909,0,1171.5481,792.5882,47.8183,0,0,1197.8482,0,0,95.6366,181.1118,284.5188,66.3479,7.7705,81.2911,4.1841,443.5146,2830.2451,33.4728,102.2116,246.7782,16.7364,20.3228,38.2546,29.8864,42.4387,87.2684,4688.5834,574.4172,123.1321
TCGA.CF.A27C.01A.11R.A16R.07,H1.Negative,BLCA,28.311,1.5513,1.1635,408.7648,807.4462,1532.2862,100.8338,16.6764,1799.4958,14.0004,4.6539,1.1635,1412.8369,1.5513,1.9391,3.4904,128.757,29.4745,16.2885,324.9952,416.1334,15.9007,15.9007,13181.6482,19519.9341,16335.0204,536.3583,120.6128,77.9523,5.8173,344.3863,29.0867,2539.0731,507.0971,117.1224,7856.8935,72.135,30.638,2.3269,26.3719,0,0,0.3878,1.5513,0.3878,0,21.3302,41.8848,1.5513,0,0,48.8656,0,0.3878,7.7564,195.0747,146.209,0.7756,2.3269,32.1893,6.9808,281.9469,1387.2406,11.6347,359.5113,1743.6572,7.3686,7.7564,1.1635,10.4712,1.9391,1.1635,7186.3487,1157.262,17.8398
TCGA.CF.A3MF.01A.12R.A21D.07,H1.Negative,BLCA,119.7351,0,2.1192,475.7616,777.7483,1014.0397,219.3377,15.894,1008.7417,7.0993,1.0596,1.0596,445.0331,0,0,5.298,480,13.7748,7.4172,436.5563,706.755,11.6556,32.8477,7506.2252,4662.5907,4990.3894,282.9139,191.7881,101.7219,14.8344,218.2781,42.3841,617.7483,385.6318,41.3245,3526.3576,265.9603,49.8013,0,10.596,0,0,0,0,5.298,2.1192,874.1722,223.5762,3.1788,0,0,70.9934,0,0,10.596,128.2119,52.9801,1.0596,3.1788,14.8344,57.2185,28.6093,1551.2583,0,65.6954,3168.7735,4.2384,168.4768,2.1192,6.3576,4.2384,14.8344,23779.6026,789.404,91.1258
TCGA.CF.A3MG.01A.11R.A20F.07,H1.Negative,BLCA,14.6919,0,0.9479,72.9858,186.2559,1270.6161,24.1706,4.7393,1593.3649,8.8009,1.4218,0.4739,103.3175,0,0.4739,1.8957,89.5735,11.8483,19.4313,135.0711,260.6588,0,8.0569,6790.981,6142.2891,10884.2512,116.5877,119.4313,16.1137,6.6351,9.4787,1.4218,142.654,63.0806,9.0047,7973.9336,54.9763,130.3318,0,0.4739,0,0,0,0.9479,0.9479,0,57.8199,57.346,1.4218,0,0,28.436,0,0,0.9479,114.218,172.0379,0,0,5.6872,0,157.8199,4911.3744,0.9479,383.8863,844.6114,0,7.5829,0.4739,0.9479,2.8436,2.3697,12136.9668,1019.9052,10.9005
TCGA.CF.A3MH.01A.11R.A20F.07,H1.Negative,BLCA,27.722,1.6071,0.4018,146.6452,459.6223,831.2575,146.6452,1.2053,2404.1784,10.9924,1.2053,0.4018,670.9522,0,0,5.223,835.677,69.1041,34.9538,118.1197,302.5311,2.8124,20.4902,10312.1495,13631.3258,19917.489,568.5014,385.6971,64.6846,32.1414,102.8526,83.5677,754.5199,179.5902,31.3379,7464.0418,223.7847,68.7023,2.8124,2.0088,1.2053,0,0.8035,1.6071,0.4018,0,58.6581,167.1354,1.2053,0,0,69.9076,1.6151,0.7955,8.8389,264.3632,298.5135,2.0088,0.4018,8.4371,4.4194,59.8634,3408.1961,3.6159,166.7336,1854.6766,16.0707,20.8919,0,4.0177,7.2318,3.6159,12588.9916,1337.8867,229.4094
TCGA.CF.A3MI.01A.11R.A20F.07,H1.Positive,BLCA,68.9291,0,1.4067,259.5393,818.006,1635.3086,421.3118,2.8134,1406.0137,28.4931,11.9571,0,737.1197,4.2202,0.7034,11.9571,516.2652,22.5075,40.0914,334.0953,910.1459,19.694,62.5989,9958.8535,13725.5214,13241.2449,993.1423,720.2391,892.562,69.6325,882.0116,177.2464,2842.2718,1316.23,201.1605,5603.6575,623.879,149.112,2.1101,64.0056,0.7034,0,3.5168,1.4067,1.4067,0,350.9759,471.2502,4.9235,0,0,271.4964,0,0,33.0579,322.8416,57.6754,9.847,8.4403,38.6847,161.0691,77.3694,2892.9137,11.2537,426.9386,2052.3088,13.3638,71.7426,2.1101,6.3302,20.3974,9.1437,5165.4651,1564.9727,0.7034
TCGA.CF.A47S.01A.11R.A23W.07,H1.Negative,BLCA,50.9684,0.2548,1.0194,412.5892,372.0693,905.7085,134.0469,11.213,1620.2854,26.7584,7.6453,6.1162,3227.3191,4.842,3.5678,15.8002,1831.8043,2097.3496,892.2018,131.7533,345.0561,45.8716,32.8746,29135.525,25778.5576,18518.843,485.9837,389.3986,81.5494,84.6075,201.0703,168.9602,2091.7431,718.8812,177.6249,5362.3853,1144.7503,350.4077,12.4873,170.999,1.7839,0,1.2742,4.842,10.7034,0.2548,3009.9388,2241.0805,12.4873,0.2548,0,207.4414,0,0.2548,36.9521,276.5036,67.0234,4.0775,13.7615,70.0815,15.5454,136.0856,3340.2141,12.4873,678.1346,3030.841,29.3068,76.7074,2.8033,5.3517,6.1162,32.1101,8125.8919,1264.7808,80.7849
TCGA.CF.A47T.01A.11R.A23W.07,H1.Positive,BLCA,19.9396,0.6042,0,235.0453,281.571,451.9637,36.858,0.6042,1326.8882,10.8761,2.4169,0,81.571,0.6042,1.2085,3.6254,189.1239,5.4381,4.8338,184.29,451.3595,4.2296,8.4592,6583.0695,9861.1964,6599.8308,96.0725,93.0514,27.1903,3.0211,53.7764,10.8761,213.8973,102.6888,12.0846,8493.6556,91.8429,163.142,1.2085,4.2296,0,0,0,1.8127,3.6254,0.6042,87.6133,33.2326,2.4169,1.8127,0,28.3988,0,0,1.8127,173.4139,21.7523,1.2085,1.2085,8.4592,12.6888,42.9003,2169.1843,9.0634,601.2085,1697.8006,9.0634,51.3595,0,1.8127,4.8338,0,5861.6314,1263.4441,17.5227
TCGA.CF.A47V.01A.11R.A23W.07,H1.Negative,BLCA,132.0549,0,2.913,787.9597,1359.8738,1073.4312,215.0746,10.6809,1317.1501,36.9365,12.1374,6.7969,1949.7512,1.942,4.855,16.0214,1129.2633,411.215,71.8534,1365.2142,1076.8297,25.7313,39.3252,40331.0984,36314.0284,28531.2198,1051.5839,737.9536,195.1693,150.5037,419.4684,295.6669,4117.49,1312.8584,245.6512,4686.0056,570.4576,74.7664,6.3114,46.6076,7.2824,0,0.4855,2.4275,1.942,0,1907.513,153.4167,2.4275,0,0,302.4639,0,0,28.1588,339.3616,108.7511,11.1664,7.7679,71.3679,90.7877,957.8832,2165.7968,16.5069,257.3128,6359.7136,15.0504,87.3892,2.4275,19.9053,8.7389,25.7313,24242.2624,737.9536,25.2458
TCGA.CF.A47W.01A.11R.A23W.07,H1.Negative,BLCA,99.5283,0,0,389.1509,797.6415,2147.1698,130.6604,3.3019,2072.1698,12.7075,2.3585,1.4151,1192.9245,0,0,0,157.5472,9.434,10.3774,82.5472,520.7547,18.8679,24.0566,20337.684,21005.8962,8021.4623,483.9623,483.9623,33.4906,62.2642,104.717,7.0755,810.3774,219.6274,161.3208,6190.0943,166.9811,189.1509,0,12.7358,0,0,0.4717,0.9434,13.2075,0.9434,86.7925,12.2642,1.4151,0,0,91.9811,0,0,2.3585,336.3208,39.1509,0.9434,0.9434,36.3208,63.2075,29.717,2130.1887,1.8868,752.8302,2588.066,42.9245,47.1698,0.4717,3.7736,15.566,0,2758.0189,1198.1132,1.4151
TCGA.CF.A47X.01A.31R.A23W.07,H1.Negative,BLCA,60.1885,0.7252,1.8129,459.7534,437.636,1215.3735,46.4104,10.1523,2258.1581,12.1211,7.6142,0.7252,44.235,1.0877,5.4387,8.702,376.3597,25.3807,44.9601,319.797,443.4373,3.2632,22.4801,8836.4104,10782.0957,11047.1284,384.3365,231.327,141.7694,39.1588,119.6519,25.7433,1341.5518,754.3002,499.9275,6740.7542,251.269,179.4779,7.6142,23.9304,0,0,0.7252,0.3626,3.9884,1.0877,187.4547,42.422,14.5033,0.3626,0,76.1421,0,0,8.702,43.1472,26.1059,2.5381,3.2632,16.3162,19.2168,22.1175,1009.4271,24.6555,523.5678,1254.3111,9.7897,22.1175,3.2632,6.8891,0.3626,7.2516,8146.1204,842.277,1.8129
TCGA.CF.A47Y.01A.11R.A23W.07,H1.Negative,BLCA,72.2892,0,0.5737,598.3936,1275.961,1951.8072,149.7418,4.0161,1144.5783,13.035,1.1474,2.2949,740.1033,0,0,3.4423,121.6294,9.7533,14.9168,94.0906,627.0797,14.9168,12.6219,18020.0803,16062.4326,7919.2083,387.2633,422.8342,109.5812,16.638,192.1974,24.6701,810.0975,701.9048,434.8824,5096.3855,96.3855,82.0425,2.2949,162.9375,1.1474,0,0,1.1474,9.1796,0.5737,301.2048,17.7854,1.1474,0,0,78.6001,0,0,9.1796,278.2559,14.3431,2.8686,6.311,26.965,56.2249,97.533,2064.8308,2.2949,1308.0895,4327.4125,31.5548,29.2599,0.5737,14.9168,2.2949,0.5737,9523.8095,1310.3844,0
TCGA.CF.A5U8.01A.11R.A28M.07,H1.Negative,BLCA,49.6829,0,0,548.6258,884.2495,2482.5581,90.9091,1.5856,1197.6744,14.1543,1.5856,3.1712,1179.1755,0,1.0571,0.5285,47.0402,7.3996,12.685,99.8943,489.9577,13.7421,5.814,16951.3742,10525.6924,6199.4662,259.5137,268.4989,14.7992,39.1121,24.8414,7.9281,555.4968,102.6638,43.8742,5676.0042,92.4947,49.1543,1.5856,135.3066,1.5856,0,0,0,67.6533,0.5285,213.5307,28.0127,0.5285,0,0,60.2537,0,0,5.2854,428.6469,1.5856,1.5856,0,35.9408,85.6237,49.6829,1843.5518,1.5856,349.3658,3163.8953,4.7569,21.1416,0,15.3277,2.6427,1.0571,3996.8288,1244.7146,0.5285
TCGA.CF.A5UA.01A.11R.A28M.07,H1.Positive,BLCA,53.6779,0,2.4851,441.8489,831.5109,2008.4493,183.8966,0.497,3504.4732,9.6521,20.3777,0,125.7455,2.9821,0,7.4553,335.9841,4.9702,2.9821,282.3062,487.5746,16.8986,46.7197,23787.2614,17650.8449,10582.2565,510.9344,621.2724,165.507,29.8211,470.1789,76.5408,1129.7217,774.1451,134.1948,9727.6342,262.4254,198.8072,4.4732,11.9284,0,0,1.4911,0,0,0.497,11.4314,30.8151,0,0,0,136.6799,0,0,21.8688,467.6938,13.9165,1.9881,3.4791,35.2883,23.3598,66.1034,2842.9423,0.994,220.6759,2633.6233,29.3241,40.2584,0.497,3.4791,7.9523,0.994,6043.2406,1314.6123,126.7396
TCGA.CF.A7I0.01A.22R.A352.07,H1.Positive,BLCA,103.6269,2.3028,2.8785,393.7824,367.8756,1328.7277,499.1364,3.4542,1528.4974,64.4099,16.1197,5.1813,228.555,1.7271,1.1514,17.2712,711.5717,37.4208,70.236,1065.0547,793.8975,62.1762,55.2677,8930.2476,9714.0587,14897.3402,725.3886,1040.8751,490.5009,10.3627,401.8423,12.6655,2487.6223,2188.8313,117.4439,5701.7847,306.8509,166.9545,6.3328,27.0581,0.5757,0,1.1514,2.3028,2.3028,1.7271,35.6937,37.4208,13.2412,0.5757,0,274.0357,0,0,21.3011,363.27,173.863,7.4842,13.8169,110.5354,103.0512,69.6603,1950.4893,26.4824,485.3195,2229.3898,5.7571,69.0846,4.0299,21.3011,25.331,1.7271,5402.9937,474.3811,79.4473
