SampleID,H1.Status,Cohort,ADORA2A,ARG1,BTLA,BTN3A1,BTN3A2,C10orf54,CCL5,CD274,CD276,CD27,CD28,CD40LG,CD40,CD70,CD80,CTLA4,CX3CL1,CXCL10,CXCL9,EDNRB,ENTPD1,GZMA,HAVCR2,HLA.A,HLA.B,HLA.C,HLA.DPA1,HLA.DPB1,HLA.DQA1,HLA.DQA2,HLA.DQB1,HLA.DQB2,HLA.DRA,HLA.DRB1,HLA.DRB5,HMGB1,ICAM1,ICOSLG,ICOS,IDO1,IFNA1,IFNA2,IFNG,IL10,IL12A,IL13,IL1A,IL1B,IL2RA,IL2,IL4,ITGB2,KIR2DL1,KIR2DL3,LAG3,MICA,MICB,PDCD1LG2,PDCD1,PRF1,SELP,SLAMF7,TGFB1,TIGIT,TLR4,TNFRSF14,TNFRSF18,TNFRSF4,TNFRSF9,TNFSF4,TNFSF9,TNF,VEGFA,VEGFB,VTCN1
TCGA.2G.AAGI.01A.11R.A430.07,H1.Positive,TGCT,230.3292,1.7329,47.3655,800.5926,510.6233,765.935,767.0902,57.7628,3172.3339,328.8091,96.4639,14.4407,270.33,57.7628,55.4523,48.5208,1549.1988,1163.3431,2039.6051,520.443,1362.6075,201.5922,315.9626,23520.3896,26329.1296,19057.4263,4470.9171,3284.3187,2088.1258,447.6618,1226.8822,90.6876,11755.3109,3075.9567,551.6349,6079.5365,1334.8987,664.2724,57.1852,254.734,0,0,20.7946,15.596,19.0617,0,9.8197,50.2537,45.6326,0,0.5776,2683.1868,5.0889,4.1531,317.1179,219.4987,514.0891,86.0666,95.3086,278.9944,73.9364,705.284,1871.5153,122.4572,307.8758,458.1631,58.3404,73.9364,38.1235,127.0782,109.1717,21.9499,2180.5463,819.6544,227.0079
TCGA.2G.AAGJ.01A.11R.A430.07,H1.Positive,TGCT,821.5332,0.8059,39.8912,255.4649,444.0415,592.324,1227.7627,50.7706,2561.096,181.9281,82.2001,37.8765,388.8385,155.5354,52.7853,95.4971,228.0649,1166.9185,3200.1612,105.5707,798.2271,292.1326,376.3473,19186.0461,17925.6774,12861.4687,5265.2362,3689.7351,3015.614,560.8945,1368.7922,209.1266,14623.9549,5408.9574,999.6978,4276.0149,1490.8834,2050.5692,45.5324,446.0562,0,0,36.2647,12.0882,6.85,0,5.6412,93.8854,49.5618,0,0,4675.3299,3.9206,10.5853,343.7091,116.0471,1300.2921,149.8942,89.8559,485.5445,12.0882,1311.5745,1009.3684,96.706,321.5473,594.4233,63.2618,110.8089,36.6677,29.4147,343.3061,49.5618,357.812,566.9387,0
TCGA.2G.AAGK.01A.11R.A430.07,H1.Positive,TGCT,1010.7128,7.6954,246.2535,262.8595,437.4241,549.2102,1577.5618,62.7785,4382.341,235.7149,118.2665,31.1867,404.2122,70.0689,91.9401,91.535,1138.1126,1621.3042,2421.6282,114.2163,695.4232,341.4338,317.1324,11498.1774,21592.1426,7905.6298,4272.6367,2424.4066,2756.1766,160.3888,1945.322,95.5853,9090.32,3727.4322,857.8372,5776.8327,1078.5743,2121.9117,95.9903,519.6436,0,0,34.4269,8.5055,12.1507,0,9.3155,86.2697,53.4629,0,0,3074.5241,17.8372,15.7797,600.243,107.7359,607.1284,97.6104,106.1158,786.5533,6.4804,1041.7173,1177.8048,201.2961,195.6258,408.8983,84.2446,161.1989,52.2479,61.1584,455.245,46.5776,1490.887,449.5747,63.1835
TCGA.2G.AAGM.01A.11R.A430.07,H1.Negative,TGCT,163.2463,3.8367,10.2311,240.0055,305.6553,356.3847,100.1799,8.9522,5353.0169,51.1344,69.9128,2.1315,117.6581,40.4983,12.7889,5.9682,1874.0035,138.973,372.1577,452.3016,829.1485,20.4623,106.5744,8395.2928,10205.7695,11480.4074,1881.2847,1501.8118,439.0864,97.6221,146.22,27.7093,4552.8566,1674.3301,148.3515,7804.6535,250.6629,312.9023,3.4104,29.4145,0,0,1.2789,3.8367,5.9682,0,5.5419,11.9363,7.2471,0.4263,0,803.997,0,0,147.4989,168.3875,108.7058,10.6574,6.3945,44.7612,8.0997,72.0443,1119.8834,13.6415,186.7183,216.4184,34.5301,41.7771,10.6574,117.2318,89.9488,4.6893,1443.8694,853.0212,287.7508
TCGA.2G.AAGN.01A.11R.A430.07,H1.Positive,TGCT,842.2844,0,930.3255,137.6356,302.6842,565.3912,727.5842,27.984,4493.4323,89.2975,38.835,7.4243,225.5854,143.9178,85.6653,60.5368,333.5237,902.3415,926.3278,49.1148,508.8521,95.9452,326.0994,8878.9263,15726.7676,20906.5848,2207.3844,1866.8589,488.2924,298.6865,217.5899,46.8304,6437.4643,1865.7339,266.7047,6065.1057,743.5751,2327.8127,46.8304,249.5717,0,0,3.4266,17.7042,8.5665,0,6.2821,46.2593,74.2433,0,0,2505.9966,1.7133,2.2844,217.0188,151.9132,794.4032,61.679,41.6905,351.2279,13.7065,486.008,877.7841,65.1057,166.1907,336.819,73.6722,143.9178,14.8487,31.4106,501.4278,13.7065,492.2901,415.7624,2.8555
TCGA.2G.AAGO.01A.11R.A430.07,H1.Positive,TGCT,1125.3577,0.3931,81.761,111.2421,142.2956,236.2421,275.5503,12.5786,1835.2987,54.9607,24.3711,4.3239,70.7547,62.1069,21.6195,11.3994,73.8994,245.6761,208.7264,86.8711,602.9874,45.9906,125,7321.1439,6726.2146,6497.4489,996.0692,713.8365,591.9811,9.434,510.6132,0,2495.283,1103.066,152.5157,6873.0346,466.9811,1125.7862,16.1164,111.2421,0.3931,0,1.5723,12.1855,2.3585,0,3.9308,27.1226,19.6541,0,0,550.3145,0.7862,0,90.8019,193.0031,1181.6038,33.4119,6.2893,102.9874,31.4465,112.4214,577.044,29.8742,70.3616,151.6588,17.6887,30.6604,2.3585,10.6132,267.2956,5.8962,599.0566,242.5314,3.9308
TCGA.2G.AAGP.01A.11R.A430.07,H1.Positive,TGCT,489.5787,1.0667,118.9333,1334.4,1633.0667,1851.2,2394.6667,58.6667,3262.9333,785.1413,128,42.6667,545.6,48,56,162.6667,1052.2667,1184,3062.9333,502.9333,1370.6613,387.7333,600,39932.2667,42021.184,22703.616,6415.4667,5985.0667,3468.8,1003.2,2700.2667,188.8,21643.7333,7053.9253,2389.8667,4859.7333,1620.8,884.8,129.6,424,0,0,41.0667,27.2,18.1333,1.0667,12.8,58.1333,114.6667,0,0,6571.7333,3.2107,3.1893,569.6,251.7333,277.8667,171.2,241.6,810.1333,125.3333,1319.4667,2258.1333,355.7333,425.6,1358.6293,154.6667,317.3333,76.8,140.2667,94.4,50.6667,1731.7333,1408,125.3333
TCGA.2G.AAGS.01A.11R.A430.07,H1.Negative,TGCT,477.1043,5.7084,30.0986,261.5464,143.2278,245.9782,105.3451,2.0758,2282.823,11.8267,89.7769,1.0379,107.4209,102.7504,9.8599,9.3409,249.6108,110.0156,123.508,571.3544,985.9886,41.5153,169.6938,7853.1396,7052.5739,11423.2953,705.7602,594.1879,348.7286,30.0986,437.9865,7.2652,2379.3461,927.0057,112.0913,6009.3409,341.4634,599.3773,2.5947,84.0685,0,0,2.0758,9.8599,12.4546,0.5189,8.3031,37.3638,7.7841,0,0,1104.3072,0,0,52.4131,202.9061,580.6954,7.7841,3.1136,20.2387,3.6326,34.7691,1478.4639,2.0758,172.2885,142.0239,3.6326,29.0607,5.1894,77.3223,184.2242,4.6705,2313.4406,458.2252,100.6746
TCGA.2G.AAGT.01A.11R.A430.07,H1.Negative,TGCT,583.9252,32.5117,6.3437,168.109,294.5873,435.7355,263.6616,9.1191,3719.809,92.3212,36.873,13.8769,352.8704,0.3965,26.5644,28.9433,805.2582,514.6357,1244.1655,158.5934,525.3408,63.8339,232.7359,9089.3505,11774.3612,5696.6881,4190.8712,2691.2909,2153.6988,593.1394,2773.7992,1005.4824,10087.3354,2709.4697,575.2541,7972.492,700.5865,326.7025,31.7187,193.8805,0,0,11.1015,11.1015,1.5859,1.1895,23.3925,48.371,47.1815,0,0,1435.6671,1.1895,1.9824,206.5679,50.7499,24.9785,41.2343,28.9433,90.7947,5.1543,203.3961,1974.4883,49.5604,155.818,529.6822,45.9921,118.5486,18.2382,168.5055,45.5956,22.5996,3081.074,814.7738,36.4765
TCGA.2G.AAGV.01A.11R.A430.07,H1.Negative,TGCT,66.4773,148.2955,6.25,842.0455,710.7955,891.4773,264.7727,3.9773,2886.3636,63.5909,18.1818,10.2273,153.9773,9.6591,2.8409,7.3864,5431.8182,48.8636,151.7045,257.9545,2388.0682,42.0455,35.7955,8137.267,6762.8409,6943.4091,2286.3636,1870.4545,752.8409,13.0682,1219.8864,84.0909,3338.0682,1964.7443,910.2273,5434.0909,350.5682,177.8409,3.9773,22.1591,0,0,0.5682,1.1364,9.6591,1.1364,2.8409,3.4091,2.8409,0,0,655.6818,0,0.5682,21.0227,384.0909,19.3182,32.9545,7.3864,47.7273,119.8864,65.3409,688.6364,24.4318,73.2955,461.5966,80.1136,40.9091,1.7045,59.6591,44.8864,3.4091,616.4773,1527.8409,315.3409
TCGA.2G.AAGW.01A.11R.A430.07,H1.Negative,TGCT,518.6573,1.2262,103.0043,49.6628,22.6855,147.149,39.8529,1.8394,1565.9105,5.0889,4.905,0,41.6922,1674.4329,5.5181,3.0656,216.4316,99.9387,42.3053,99.3256,242.1827,3.0656,25.138,7530.9319,3958.363,9202.2747,225.0153,385.653,21.4592,12.2624,25.138,0.6131,375.843,201.2508,31.8823,5022.6855,274.6781,359.2888,1.8394,10.4231,0,0,0.6131,2.4525,3.0656,0,3.6787,5.5181,1.2262,0,0,613.1208,0,0,25.138,97.4862,816.6769,3.0656,10.4231,90.1288,0,25.138,310.2391,10.4231,53.3415,66.8056,88.9025,68.0564,2.4525,7.9706,1640.0981,20.8461,1438.9945,353.7707,4.2918
TCGA.2G.AAGX.01A.11R.A430.07,H1.Negative,TGCT,156.7528,15.2691,12.7243,898.8421,550.1972,634.1774,89.5788,3.5628,3677.3126,29.9427,45.8074,1.5269,89.5788,9.1615,3.5628,5.5987,485.049,79.3994,134.3682,767.0187,2514.3097,20.3588,84.4891,7771.0192,7051.4976,6889.2073,2130.042,1538.6181,617.8903,38.6818,528.8205,9.1615,3403.4864,1398.4578,157.7809,5072.91,433.134,360.3512,1.5269,34.61,0,0,0.509,4.5807,24.4306,0.509,4.0718,6.6166,7.6346,1.0179,0,592.2535,1.0179,0,78.3815,297.2388,121.644,17.305,5.5987,43.2625,51.406,46.8253,847.4361,14.7601,179.6666,217.6511,13.7422,59.0406,2.0359,45.2984,57.0047,0.509,1627.688,1318.7428,308.9452
TCGA.2G.AAGY.05A.11R.A430.07,H1.Positive,TGCT,318.2053,0.5157,21.1449,153.6875,154.7189,369.2625,602.8881,12.8932,2471.8927,151.2635,86.1269,20.6292,176.8953,39.1955,9.2831,48.9943,39.1955,140.2785,1530.6859,25.2708,981.4286,138.2156,84.5797,3576.5652,5008.3858,4326.3228,2238.7829,1237.2357,1462.0939,63.4348,1349.6648,20.6292,4291.3873,1887.8339,288.8087,3068.5921,438.3703,619.3914,42.8056,58.7932,0,0,12.3775,17.5348,21.6606,1.0315,0,17.5348,23.7236,0,0.5157,925.2192,2.0629,6.7045,183.0841,83.0325,235.6885,28.3651,60.8561,432.6973,18.0505,467.7669,1116.5549,95.9257,69.1078,247.7772,28.8809,35.5854,14.9562,12.8932,77.8752,19.082,174.8324,124.2909,12.3775
TCGA.2G.AAGY.01A.11R.A430.07,H1.Negative,TGCT,208.37,1.2257,21.144,983.9642,648.111,611.3387,1114.5057,10.1124,4730.1376,206.896,51.7876,18.0797,157.5078,3.6772,16.2411,33.095,1240.4507,170.0717,608.2744,491.5225,1115.7284,156.5885,157.8143,10639.8525,13166.3883,10996.6599,3605.5195,2880.4932,2082.8418,71.7059,2281.4119,17.1604,7930.243,2673.7351,451.073,5728.8108,407.8656,104.4945,34.6272,65.2708,0.3064,0,7.6609,6.4351,12.8703,1.2257,5.2094,17.4668,21.7569,0.3064,0.6129,1340.9615,2.1205,2.1696,201.0217,240.5518,66.8029,35.5465,55.4648,240.5518,114.9133,523.0853,1154.6488,85.8019,252.8092,672.966,20.5312,85.8019,9.8059,46.2718,24.8213,10.1124,1853.3216,845.149,83.9633
TCGA.2G.AAGZ.01A.11R.A430.07,H1.Positive,TGCT,1163.6421,0,61.9777,766.0167,1142.7577,1593.3148,2513.9276,17.4095,2402.507,595.4875,91.2256,68.2451,536.9081,49.4429,27.8552,80.7799,773.6769,503.4819,1278.5515,213.0919,867.688,405.9889,435.9331,25558.3914,37511.344,21516.5111,10300.9123,8595.3273,4153.8997,1010.4457,2266.0167,174.0947,28878.1337,10316.2883,1800.8357,5059.8886,1068.2451,679.6657,59.8886,202.6462,0,0,6.2674,16.7131,9.0529,1.3928,11.8384,85.6546,100.2786,0.6964,0,4720.0557,2.2563,5.4039,626.0446,397.6323,802.2284,135.7939,118.3844,530.6407,146.2396,1153.8997,1759.0529,154.5961,255.571,1384.4429,114.9025,158.7744,6.2674,27.8552,294.5682,63.3705,1520.195,1181.0585,2.0891
TCGA.2G.AAH0.01A.11R.A430.07,H1.Positive,TGCT,228.9498,0,96.2759,444.0187,611.6633,733.3254,1623.7576,30.655,1552.3889,378.5846,158.0649,45.9825,391.8094,53.6463,50.2934,184.4091,231.3495,626.9908,3432.4033,100.1078,1266.4304,281.6429,418.6325,15027.1249,24118.8696,13885.2018,7631.6609,4429.6491,3164.172,940.2467,5817.7464,256.2567,21257.3345,10278.041,5840.2922,6746.4974,1012.5733,456.9513,153.754,387.9775,0.479,0,28.2601,22.0333,9.5797,0,1.437,25.8652,105.8556,0.958,0,5248.7127,3.2858,1.983,376.4819,180.5772,395.6412,93.402,163.3337,533.5888,70.4107,1357.4422,1187.8817,250.5089,251.9459,820.9029,136.5106,251.4669,30.655,56.0412,66.0999,58.9151,349.6587,490.0012,4.7898
TCGA.2G.AAH2.01A.11R.A430.07,H1.Positive,TGCT,365.764,0.4701,31.4998,1443.8176,1826.0461,1242.5952,2409.0268,67.701,4937.9408,196.1213,105.3126,18.8058,307.4753,82.7457,58.7682,90.268,2803.4791,5388.3404,2096.85,539.7273,1006.1119,186.1777,391.6314,32623.3145,47268.8999,28312.6704,5332.393,3032.9102,2421.2506,22.0969,3819.464,1.4104,8981.6643,10462.6234,6038.0818,6081.3352,1471.086,786.5538,154.678,623.8834,0,0.4701,19.276,57.8279,12.6939,0.4701,4.7015,71.9323,51.716,0.4701,0,2573.5778,1.5891,3.5825,876.8218,277.386,265.6323,153.2675,89.3277,607.8984,80.8651,562.7645,1681.2412,174.8942,543.4885,526.1683,82.2755,135.8721,32.4401,87.9173,152.7974,45.134,2216.7372,956.2764,13.6342
TCGA.2G.AAH3.01A.11R.A430.07,H1.Positive,TGCT,110.294,0.4041,44.4489,287.7058,428.3261,470.7546,368.5221,39.6,1193.2518,195.7248,78.3918,34.3469,308.314,9.2939,53.3387,132.1346,136.1754,332.1548,1716.537,63.0367,1195.2238,78.3918,247.2977,10808.7241,12979.2383,10072.7872,5310.9041,2882.2467,1712.4962,772.1992,1622.3861,166.8855,12425.9016,3110.3909,1190.8233,4006.4653,690.5748,348.7221,49.702,156.3794,0,0,6.0612,29.902,4.849,1.2122,2.8286,57.7836,35.1551,0.8082,0,3584.6045,0,1.2122,54.551,549.9545,1080.1091,87.2815,59.3999,110.3142,41.2163,1325.3864,878.0685,83.6448,201.6365,567.4149,50.9142,91.3224,18.1837,33.5387,16.5673,35.1551,612.5871,454.1873,2.0204
TCGA.2G.AAH4.01A.12R.A430.07,H1.Negative,TGCT,346.1615,0.9074,14.0653,830.7623,468.2396,885.2087,816.6969,15.4265,5238.657,149.5236,71.6878,25.4083,624.3194,15.8802,38.1125,47.6407,1289.4737,877.0417,1949.637,151.5426,1048.0944,166.5154,268.1488,18845.6171,23712.5227,18591.0163,4361.1978,4136.9873,2974.1379,271.7786,3083.4846,57.1688,14038.5662,9316.7105,3521.3249,7370.6897,1029.9456,416.9691,34.9365,161.9782,0,0,13.1579,22.686,6.3521,0,6.8058,84.392,38.5662,0.9074,0,3012.2505,0,5.8984,249.0926,192.8312,84.392,49.9093,62.1597,237.2958,6.3521,682.3956,1401.5426,58.5299,240.0181,719.4147,83.0309,331.6697,15.8802,127.0417,55.3539,45.8258,5359.3466,1064.4283,127.0417
TCGA.2G.AAH8.01A.11R.A430.07,H1.Positive,TGCT,488.1013,0.4441,20.4308,149.2338,143.9041,404.6191,890.0733,49.7446,2329.5581,216.1226,71.0637,11.5479,329.5581,105.7073,45.3031,46.1914,266.9332,1181.8787,5247.6127,56.851,940.7062,319.7868,210.9705,7484.3393,9569.5447,5977.8681,4135.9094,1749.5003,1610.926,403.2867,902.5094,54.6302,9068.6209,2877.6371,734.1772,3563.8463,801.2436,715.523,37.7526,528.5365,0,0,39.5292,21.3191,3.9973,0.4441,0,56.4068,25.7606,0,1.3324,2846.1026,1.3324,2.2207,447.7015,140.3509,566.7333,53.7419,69.2871,597.3795,10.6596,1414.6125,1006.4402,134.1328,188.3189,300.6129,32.867,114.5903,25.7606,39.9734,212.3029,27.093,469.4648,253.6087,18.6542
TCGA.2G.AAHA.01A.11R.A430.07,H1.Positive,TGCT,222.3019,0,54.0218,918.8479,1461.9338,1286.9607,4344.6875,316.0033,2457.2726,312.2362,233.2975,164.9337,1463.368,22.9473,221.3458,163.9775,165.4117,2619.3379,23611.3302,63.5831,1693.7923,1091.4306,1036.9308,24424.5249,36458.4343,25218.6303,20363.3321,12050.6753,1993.5461,4669.296,5670.8498,1327.1184,63534.8392,8761.6159,4866.7145,2860.7625,4874.3875,317.4376,94.6576,2111.151,0,0,104.697,35.8551,2.8684,0.9561,7.6491,365.7225,212.7405,1.4342,0,20527.9359,1.396,2.9067,937.4925,248.5957,783.0764,535.9149,186.4468,450.8187,65.9735,8821.7999,2633.6799,143.8986,399.1873,1443.2078,74.1006,327.477,107.5654,15.2982,30.5964,231.3852,848.5718,581.8095,0.4781
TCGA.2G.AAHC.01A.11R.A430.07,H1.Positive,TGCT,341.5277,0.439,170.3248,837.5768,1110.6234,1140.9131,3356.892,215.101,2485.9526,780.5531,377.0852,182.1773,1200.6146,35.5575,166.374,179.5435,161.5452,1941.6155,12992.0983,79.4557,1865.6629,754.6093,787.9719,34743.1387,32747.7436,25609.1484,16112.4583,11588.1563,8419.6664,1838.8938,3885.4258,485.5136,50249.3415,12041.7208,2022.41,3033.3626,2629.0606,577.6997,149.6927,1045.6541,0,0,84.7234,36.8745,16.6813,0,3.5119,137.8402,330.9921,1.7559,0,14971.9052,18.6084,9.4864,1026.7779,274.8025,609.7454,349.4293,226.9535,894.6444,66.7252,6143.986,1944.2493,401.6681,395.5224,1596.1282,126.8657,307.7261,95.259,40.8253,74.6269,200.1756,370.5004,652.3266,5.7068
TCGA.2G.AAHG.01A.11R.A430.07,H1.Positive,TGCT,463.3194,0.7414,60.05,201.6495,262.4409,343.9904,605.6899,17.0512,2316.3748,211.1426,94.8939,20.0167,101.5661,55.2312,13.3445,81.1788,146.0476,192.3825,1597.6277,30.7664,846.6315,99.342,162.3575,6103.2082,8071.0852,11562.313,2697.433,2056.5286,904.0867,148.2717,500.7877,61.5328,6277.8241,2322.8394,416.6435,2427.5785,451.4874,1065.3322,44.8522,65.6102,0,0,13.7151,18.1633,23.3528,0.3707,4.8188,16.6806,35.5852,0,0.3707,1109.4431,0.7414,0,200.9082,216.106,492.2621,52.6365,81.5494,212.3992,26.6889,233.8986,860.3466,149.0131,179.0381,242.5688,18.534,27.4303,23.7235,15.5685,108.9797,12.6031,215.7353,303.957,28.913
TCGA.2G.AAHL.01A.11R.A430.07,H1.Positive,TGCT,279.5156,0,33.2997,226.0343,460.1413,773.9657,1713.4208,11.0999,2292.6337,331.3471,89.8083,46.9223,707.3663,60.0404,65.5903,103.4309,153.885,1326.4379,3984.8638,38.3451,1020.6862,388.4965,282.5429,18925.2977,28793.7386,9124.5257,7045.9839,4265.3179,4449.5459,315.338,4957.6186,70.1312,17034.8133,13444.884,5228.0525,5170.0303,1095.8628,472.7548,60.5449,382.442,0.5045,0,25.7316,12.6135,1.5136,0.5045,7.5681,96.8718,64.0767,1.0091,0,4867.3058,2.5227,0.5045,573.1584,267.4067,571.6448,53.4813,164.9849,303.2291,14.1271,1938.446,1831.4834,117.0535,115.0353,764.2785,145.8123,359.7376,15.1362,20.1816,116.0444,57.0131,309.2836,658.4258,3.0272
TCGA.2G.AAHN.01A.11R.A430.07,H1.Positive,TGCT,391.5272,2.2731,76.1472,771.7005,1311.5499,2103.7079,4623.384,73.8741,3280.5796,736.6785,218.7811,172.7518,1607.0465,25.0036,130.1321,205.711,156.2722,1905.9526,10734.4793,95.4681,1482.5913,1196.7609,909.7883,62338.3833,78890.8993,24690.2912,21454.1838,14528.2,22816.3091,544.3955,21767.8648,1181.9861,66907.7994,49699.5085,19112.3739,3639.7216,3398.7782,320.5001,128.9956,1135.9568,0,0,53.4167,38.0736,6.2509,1.7048,5.6826,199.4602,349.4815,3.4096,0,22730.1605,0.5683,0.5683,933.6553,306.8618,712.033,342.094,288.6774,632.4762,31.2544,5338.2583,3263.5318,152.8626,315.3857,2849.0581,309.7031,682.4833,64.2137,22.7305,65.9185,186.3901,497.798,1238.2441,2.8413
TCGA.2G.AAHP.05A.11R.A430.07,H1.Positive,TGCT,235.6846,1.1223,80.2469,471.9416,613.9169,679.0123,1618.4063,28.6195,2245.2301,397.1717,180.6958,59.4837,433.7823,15.1515,34.7924,104.9383,397.8676,2172.8395,6063.4119,186.8687,1491.5825,318.1818,166.6667,16875.3984,26218.7037,11591.0606,4924.8036,2934.9046,2878.7879,28.6195,3793.4905,25.8137,10479.798,6504.4893,3084.7363,5687.991,956.7901,261.5039,97.0819,425.3648,0,0,47.138,20.202,7.8563,0,0.5612,76.3187,59.4837,4.4893,0,1942.7609,1.8013,11.6667,871.4927,143.6588,372.0539,69.5847,101.5713,639.7306,107.1829,906.8462,1081.3692,181.257,144.7811,586.8238,106.0606,122.8956,21.3244,24.6914,27.4972,49.9439,336.7003,249.7194,2.8058
TCGA.2G.AAHP.01A.12R.A430.07,H1.Negative,TGCT,454.2903,1.0753,83.871,172.043,257.5269,322.5806,1353.7634,3.2258,3292.4731,228.6774,22.5806,5.3763,98.3871,19.8925,4.8387,53.7634,226.3441,137.6344,290.3226,117.2043,756.9892,231.1828,54.3011,7677.4032,10082.0914,8586.1882,1072.043,800,395.6989,3.2258,632.7957,1.0753,1707.5269,1510.0376,667.7419,4559.6774,216.6667,590.8602,13.9785,36.5591,0,0,13.9785,8.0645,16.6667,0,0.5376,25.8065,3.2258,0,0,425.8065,3.2258,8.0645,374.1935,367.2043,575.2688,4.8387,97.8495,343.5484,48.9247,134.9462,559.1398,55.914,61.828,248.8065,12.9032,67.2043,3.7634,31.7204,62.3656,7.5269,158.6022,476.8817,2.1505
TCGA.2G.AAHT.01A.11R.A430.07,H1.Positive,TGCT,161.5523,0.4513,52.3466,284.296,327.1661,707.5812,813.6282,97.4729,2209.8375,245.176,172.3827,99.278,797.8339,10.8303,86.1913,133.1227,58.213,1301.8953,9653.4296,105.5957,1304.1471,250,437.7256,16552.7708,22711.5523,11625.0903,7715.7491,4372.2473,1428.2491,1939.0794,1263.5379,303.2491,28533.3935,2190.7626,708.037,4125,1625.9025,369.1336,80.3249,594.3141,0,0,37.4549,12.6354,4.0614,0,3.6101,119.1336,209.3863,0.4513,0,7923.7816,25.5686,2.861,371.8412,169.6751,350.1805,164.7112,125.4513,318.1408,50.9928,2962.9964,1259.0253,134.9278,266.6968,916.5253,86.6426,286.1011,31.5884,13.9892,22.5632,49.1877,316.787,452.6173,1.8051
TCGA.2G.AAKD.01A.31R.A430.07,H1.Negative,TGCT,1107.2446,4.128,402.4768,233.2301,348.8132,576.8834,1200.2064,15.4799,3196.0784,187.2859,45.4076,12.3839,198.1424,199.1744,25.7998,77.3994,357.0691,588.2353,1440.6605,254.902,738.9061,245.614,318.8854,15018.5759,16447.6367,10724.7059,2882.3529,2224.9742,817.3375,342.6213,1634.6749,18.5759,6454.0764,4383.4778,2597.5232,5777.0898,1395.2528,836.9453,61.9195,239.4221,0,0,47.4716,17.5439,24.7678,0,11.3519,31.9917,58.8235,0,0,2460.2683,5.16,2.064,301.3416,266.2539,1664.6027,52.6316,55.7276,723.4262,69.1434,312.6935,1228.0702,87.7193,132.0949,381.6409,85.6553,118.6791,23.7358,67.0795,1329.2054,292.0537,1501.548,630.547,1.032
TCGA.2G.AAKG.05A.11R.A430.07,H1.Positive,TGCT,1679.7255,0,78.4314,253.5948,732.0261,1930.719,9584.3137,9.1503,2802.6144,3857.1111,152.9412,64.0523,783.0065,162.0915,28.7582,226.1438,590.8497,937.2549,2673.2026,33.9869,786.9281,1224.8366,431.3725,79899.3464,69923.5817,41645.0458,7162.0915,10665.3595,5256.2092,40.5229,6207.8431,91.5033,18058.8235,35599.5033,11720.2614,3520.2614,1879.7386,584.3137,135.9477,262.7451,0,0,65.3595,31.3725,11.7647,1.3072,1.3072,32.6797,124.183,0,0,4482.3529,30.0654,16.9935,3875.817,196.0784,173.8562,149.0196,541.1765,1849.6732,61.4379,3670.5882,1057.5163,325.4902,154.2484,2665.2026,1041.8301,1414.3791,23.5294,16.9935,120.2614,43.1373,265.3595,1741.1765,0
TCGA.2G.AAKG.01A.11R.A430.07,H1.Positive,TGCT,1045.2218,7.4785,334.0376,271.7171,442.0596,938.1303,2008.38,16.6188,2957.3126,354.5036,101.3746,20.7735,406.3293,452.0309,60.6586,88.9105,570.0243,1041.9977,1208.1856,185.2994,548.4199,275.8718,344.0088,19496.3013,20475.2474,13916.4948,3467.5508,2663.9495,2523.5623,25.7591,1786.5193,31.5757,10470.6647,8125.422,3311.625,5987.7478,1474.9171,1503.9999,103.8674,279.1956,0,0,28.2519,14.126,6.6475,0,14.9569,133.7812,67.3061,1.6619,0,2770.3513,2.4928,0,447.8762,91.4033,723.748,49.0254,117.1624,489.4232,4.1547,539.2795,1523.1115,169.5116,159.5403,730.0964,149.5691,255.9293,44.0398,99.7127,973.0298,58.9967,1907.0054,648.1326,56.5039
TCGA.2G.AAKH.01A.11R.A430.07,H1.Positive,TGCT,645.2661,0,204.8987,420.6312,559.1145,740.9326,897.3151,35.7984,2644.3712,339.8022,108.8083,19.3123,296.2789,101.7428,52.2845,90.9091,356.5709,1793.6882,3214.7904,140.8384,696.651,253.415,293.4527,12709.3688,19702.5294,12408.634,3101.7428,2087.6119,922.7508,559.1145,455.9585,115.8738,10147.9039,2654.357,321.7146,5475.7419,870.9374,646.7263,98.9166,585.9633,0.471,0.9421,20.7254,16.9571,4.7103,0,20.2544,45.219,66.8865,0.9421,0,2431.9359,2.4352,6.0433,552.9911,110.6924,567.122,78.1912,105.04,678.2854,37.6825,964.2016,931.2294,186.5285,289.6844,541.0127,81.9595,128.1206,37.2115,69.7127,559.5855,39.5667,279.3217,421.5732,3.7683
TCGA.2G.AAKL.01A.11R.A430.07,H1.Positive,TGCT,470.9096,0,48.9774,183.5307,279.3326,511.3025,934.338,28.5253,2590.958,130.2207,25.8342,12.3789,290.0969,155.0054,51.6685,58.127,283.1001,974.704,2134.5533,107.1044,685.6835,212.5942,296.0172,12018.2992,12804.6448,6894.4941,2824.0043,2706.1356,733.0463,485.4682,899.8924,66.7384,7756.7277,2278.1001,770.7212,5307.8579,720.1292,2177.0721,44.1335,139.3972,0,0,17.761,8.6114,8.6114,0,4.8439,57.0506,58.127,0,0,2575.3498,4.93,7.9871,139.3972,151.2379,2182.9925,60.2799,32.2928,403.1216,8.0732,589.8816,958.0194,62.9709,166.3079,430.4037,52.7449,149.085,23.1432,31.7546,517.761,29.6017,686.2217,469.3219,0
